CustomerId,total_amount,avg_amount,std_amount,min_amount,max_amount,transaction_count,fraud_count,fraud_rate,unique_product_categories,unique_channels,avg_amount_per_transaction,monetary_variability,log_total_amount,log_avg_amount,avg_transaction_hour,customer_lifespan_days,night_transaction_ratio,weekend_transaction_ratio
CustomerId_1,10000.0,10000.0,0.0,10000.0,10000.0,1,0,0.0,1,1,10000.0,0.0,9.210440366976517,9.210440366976517,16.0,0,0.0,0.0
CustomerId_10,10000.0,10000.0,0.0,10000.0,10000.0,1,0,0.0,1,1,10000.0,0.0,9.210440366976517,9.210440366976517,16.0,0,0.0,0.0
CustomerId_1001,30400.0,6080.0,4100.24,200.0,10000.0,5,0,0.0,2,2,6080.0,0.6743815788364503,10.322230781590136,8.71292443512011,7.8,0,0.0,0.0
CustomerId_1002,4775.0,434.09,518.81,25.0,1500.0,11,0,0.0,2,2,434.09090909090907,1.195166898119821,8.471358655072438,6.075552906240269,13.454545454545455,63,0.18181818181818182,0.18181818181818182
CustomerId_1003,32000.0,5333.33,3945.46,1000.0,10000.0,6,0,0.0,2,2,5333.333333333333,0.7397742122201749,10.373522431293592,8.581918570094851,14.333333333333334,0,0.0,0.0
CustomerId_1004,2000.0,2000.0,0.0,2000.0,2000.0,1,0,0.0,1,1,2000.0,0.0,7.601402334583733,7.601402334583733,18.0,0,0.0,1.0
CustomerId_1005,61200.0,6800.0,4106.09,200.0,10000.0,9,0,0.0,2,2,6800.0,0.6038367646170828,11.021918808236205,8.824824939175638,10.11111111111111,0,0.0,0.0
CustomerId_1006,1000.0,1000.0,0.0,1000.0,1000.0,1,0,0.0,1,1,1000.0,0.0,6.90875477931522,6.90875477931522,7.0,0,0.0,0.0
CustomerId_1007,28000.0,28000.0,0.0,28000.0,28000.0,1,0,0.0,1,1,28000.0,0.0,10.239995502805316,10.239995502805316,6.0,0,0.0,1.0
CustomerId_1008,20000.0,10000.0,0.0,10000.0,10000.0,2,0,0.0,1,1,10000.0,0.0,9.90353755128617,9.210440366976517,13.0,0,0.0,1.0
CustomerId_1009,500.0,500.0,0.0,500.0,500.0,1,0,0.0,1,1,500.0,0.0,6.2166061010848646,6.2166061010848646,6.0,0,0.0,0.0
CustomerId_1010,29665.0,4237.86,4503.2,43.0,10000.0,7,0,0.0,3,2,4237.857142857143,1.0626117896620908,10.297756887883558,8.352049644150014,11.428571428571429,12,0.0,0.0
CustomerId_1012,132894.0,1795.86,3385.65,12.0,22000.0,74,0,0.0,2,2,1795.8648648648648,1.8852527469372597,11.797314621721217,7.493795976124785,16.04054054054054,84,0.0,0.25675675675675674
CustomerId_1014,333880.0,41735.0,43072.85,1000.0,90000.0,8,0,0.0,1,1,41735.0,1.0320558284166272,12.718539921048244,10.639119344702229,9.125,0,0.0,0.0
CustomerId_1016,32000.0,6400.0,3781.53,1000.0,10000.0,5,0,0.0,2,2,6400.0,0.5908640624076775,10.373522431293592,8.764209507142004,18.0,0,0.0,0.0
CustomerId_1020,298605.0,1470.96,2481.91,10.0,10000.0,203,0,0.0,3,2,1470.960591133005,1.6872722564262301,12.60688025765628,7.29435012500656,11.911330049261084,63,0.17733990147783252,0.33004926108374383
CustomerId_1021,5000.0,5000.0,0.0,5000.0,5000.0,1,0,0.0,1,1,5000.0,0.0,8.517393171418904,8.517393171418904,19.0,0,0.0,0.0
CustomerId_1022,7000.0,7000.0,0.0,7000.0,7000.0,1,0,0.0,1,1,7000.0,0.0,8.853808274977197,8.853808274977197,13.0,0,0.0,0.0
CustomerId_1025,19800.0,1237.5,1688.89,25.0,5000.0,16,0,0.0,2,2,1237.5,1.36475959485676,9.893487720457795,7.121656248929415,15.75,8,0.0,0.25
CustomerId_1027,27230.0,1945.0,3464.63,20.0,10000.0,14,0,0.0,3,2,1945.0,1.7813007702923902,10.212111309194738,7.57353126274595,12.857142857142858,22,0.07142857142857142,0.0
CustomerId_1028,500.0,500.0,0.0,500.0,500.0,1,0,0.0,1,1,500.0,0.0,6.2166061010848646,6.2166061010848646,9.0,0,0.0,1.0
CustomerId_1029,63000.0,7000.0,7520.8,500.0,20000.0,9,0,0.0,3,2,7000.0,1.0743999998465144,11.050905878263567,8.853808274977197,9.666666666666666,82,0.1111111111111111,0.0
CustomerId_1030,4650.0,581.25,471.27,50.0,1000.0,8,0,0.0,2,2,581.25,0.810787095379291,8.444837529224097,6.3668999087644504,12.0,12,0.125,0.5
CustomerId_1031,140161.2,2803.22,4235.85,1.2,23000.0,50,0,0.0,4,2,2803.224,1.5110658451669634,11.850555602394063,7.938880704420502,12.4,56,0.04,0.04
CustomerId_1032,2000.0,1000.0,0.0,1000.0,1000.0,2,0,0.0,2,1,1000.0,0.0,7.601402334583733,6.90875477931522,1.0,0,1.0,0.0
CustomerId_1033,1050.0,525.0,671.75,50.0,1000.0,2,0,0.0,2,2,525.0,1.2795238070866213,6.957497370876951,6.26530121273771,9.0,0,0.0,1.0
CustomerId_1034,61292.0,3830.75,7317.15,392.0,28000.0,16,0,0.0,4,2,3830.75,1.9101089859922706,11.023420922907922,8.251076896879017,10.8125,73,0.125,0.125
CustomerId_1036,2050.0,683.33,548.48,50.0,1000.0,3,0,0.0,2,2,683.3333333333334,0.8026575727647585,7.62608275807238,6.528440257418357,9.0,0,0.0,0.0
CustomerId_1038,31000.0,6200.0,3834.06,1000.0,10000.0,5,0,0.0,2,2,6200.0,0.6183967740938069,10.34177474101152,8.732465848349879,13.0,0,0.0,0.0
CustomerId_1039,271105.0,9036.83,9736.56,25.0,22050.0,30,0,0.0,3,2,9036.833333333334,1.0774309131545652,12.510265167296438,9.109174380323203,11.2,57,0.06666666666666667,0.1
CustomerId_1040,50000.0,50000.0,0.0,50000.0,50000.0,1,0,0.0,1,1,50000.0,0.0,10.819798284210286,10.819798284210286,6.0,0,0.0,0.0
CustomerId_1043,36000.0,6000.0,3464.1,1000.0,10000.0,6,0,0.0,2,2,6000.0,0.577349999903775,10.491301994830229,8.699681400989514,19.0,0,0.0,0.0
CustomerId_1044,23517.5,1469.84,1986.3,25.0,6000.0,16,0,0.0,3,2,1469.84375,1.3513715769394141,10.065542624468614,7.2935889451410745,15.5625,40,0.25,0.125
CustomerId_1048,1000.0,1000.0,0.0,1000.0,1000.0,1,0,0.0,1,1,1000.0,0.0,6.90875477931522,6.90875477931522,7.0,0,0.0,0.0
CustomerId_1050,5000.0,5000.0,0.0,5000.0,5000.0,1,0,0.0,1,1,5000.0,0.0,8.517393171418904,8.517393171418904,18.0,0,0.0,0.0
CustomerId_1052,59100.0,8442.86,18339.56,100.0,50000.0,7,0,0.0,2,2,8442.857142857143,2.1721975726030993,10.987003123724813,9.041194829010774,11.285714285714286,21,0.42857142857142855,0.5714285714285714
CustomerId_1053,13812.0,1973.14,1907.31,12.0,4000.0,7,0,0.0,2,2,1973.142857142857,0.9666369335340436,9.53336545669996,7.587888139464398,4.857142857142857,1,0.7142857142857143,0.0
CustomerId_1054,164700.0,3167.31,6055.79,20.0,30000.0,52,0,0.0,2,2,3167.3076923076924,1.9119663051889566,12.011886987792716,8.060953601682325,17.596153846153847,61,0.19230769230769232,0.21153846153846154
CustomerId_1055,6150.0,1230.0,1269.65,50.0,3000.0,5,0,0.0,2,2,1230.0,1.0322357715185075,8.724369949208368,7.115582126184454,9.8,8,0.4,0.4
CustomerId_1056,5500.0,1375.0,1108.68,500.0,3000.0,4,0,0.0,2,1,1375.0,0.806312726686318,8.612685172875459,7.226936018493289,11.5,3,0.0,0.25
CustomerId_1057,5496.0,2748.0,3184.81,496.0,5000.0,2,0,0.0,2,2,2748.0,1.1589556036539463,8.61195776786066,7.918992488165245,6.0,0,0.0,0.0
CustomerId_1058,15185.0,523.62,554.8,25.0,2000.0,29,0,0.0,3,2,523.6206896551724,1.0595469977091267,9.62812922977318,6.2626741909912305,13.724137931034482,82,0.06896551724137931,0.3793103448275862
CustomerId_1059,62000.0,6888.89,3257.47,1000.0,10000.0,9,0,0.0,2,2,6888.888888888889,0.4728584720509605,11.034905792929415,8.837810398713351,13.333333333333334,7,0.0,0.0
CustomerId_1063,15675.0,1306.25,1439.27,20.0,5000.0,12,0,0.0,2,2,1306.25,1.1018334919794575,9.659886159319521,7.17568097306824,13.25,1,0.0,0.08333333333333333
